Sample Id,Rep #,Product,ReducingSugar,pH,VolatileAcid,TotalAcid,MalicAcid,LacticAcid,Ethanol,Date,Time,Remark,
QC-001,1,SFW_06_1,3.23,6.86,10.3,1.28,37.23,2.32,0.37,9/11/2005,11:41 AM,,
QC-001,2,SFW_06_1,3.23,6.86,10.26,1.28,37.12,2.32,0.37,9/11/2005,11:42 AM,,
QC-001,Mean,SFW_06_1,3.23,6.86,10.28,1.28,37.18,2.32,0.37,9/11/2005,11:42 AM,,
QC-001,Sd,SFW_06_1,0,0.003,0.024,0.001,0.082,0.001,0.002,9/11/2005,11:42 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.23,6.84,10.27,1.28,37.38,2.38,0.34,9/11/2005,11:43 AM,,
QC-001,2,SFW_06_1,3.23,6.84,10.32,1.28,37.32,2.39,0.39,9/11/2005,11:44 AM,,
QC-001,Mean,SFW_06_1,3.23,6.84,10.29,1.28,37.35,2.39,0.37,9/11/2005,11:44 AM,,
QC-001,Sd,SFW_06_1,0.003,0.004,0.034,0,0.048,0.005,0.035,9/11/2005,11:44 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.23,6.84,10.27,1.28,37.36,2.29,0.4,9/11/2005,11:44 AM,,
QC-001,2,SFW_06_1,3.23,6.86,10.3,1.28,37.22,2.42,0.38,9/11/2005,11:45 AM,,
QC-001,Mean,SFW_06_1,3.23,6.85,10.29,1.28,37.29,2.35,0.39,9/11/2005,11:45 AM,,
QC-001,Sd,SFW_06_1,0.004,0.012,0.024,0.002,0.095,0.094,0.016,9/11/2005,11:45 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.24,6.85,10.29,1.28,37.34,2.37,0.4,9/11/2005,11:46 AM,,
QC-001,2,SFW_06_1,3.24,6.85,10.32,1.28,37.35,2.36,0.36,9/11/2005,11:46 AM,,
QC-001,Mean,SFW_06_1,3.24,6.85,10.3,1.28,37.34,2.36,0.38,9/11/2005,11:46 AM,,
QC-001,Sd,SFW_06_1,0,0.005,0.021,0.002,0.002,0.007,0.028,9/11/2005,11:46 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.14,7.06,9.29,1.16,30.87,2.95,0.24,9/11/2005,11:47 AM,,
QC-001,2,SFW_06_1,3.14,7.05,9.35,1.16,30.76,3,0.26,9/11/2005,11:48 AM,,
QC-001,Mean,SFW_06_1,3.14,7.06,9.32,1.16,30.81,2.98,0.25,9/11/2005,11:48 AM,,
QC-001,Sd,SFW_06_1,0.004,0.009,0.042,0.002,0.078,0.036,0.014,9/11/2005,11:48 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.14,7.05,9.36,1.16,30.77,2.97,0.26,9/11/2005,11:49 AM,,
QC-001,2,SFW_06_1,3.15,7.05,9.36,1.16,30.86,2.94,0.24,9/11/2005,11:49 AM,,
QC-001,Mean,SFW_06_1,3.15,7.05,9.36,1.16,30.82,2.95,0.25,9/11/2005,11:49 AM,,
QC-001,Sd,SFW_06_1,0.004,0,0,0.003,0.059,0.019,0.012,9/11/2005,11:49 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.14,7.03,9.32,1.16,31.01,3.03,0.24,9/11/2005,11:50 AM,,
QC-001,2,SFW_06_1,3.14,7.04,9.34,1.16,31.02,2.98,0.26,9/11/2005,11:51 AM,,
QC-001,Mean,SFW_06_1,3.14,7.03,9.33,1.16,31.01,3,0.25,9/11/2005,11:51 AM,,
QC-001,Sd,SFW_06_1,0.003,0.004,0.014,0.001,0.006,0.036,0.012,9/11/2005,11:51 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.14,7.06,9.35,1.16,30.95,2.99,0.29,9/11/2005,11:52 AM,,
QC-001,2,SFW_06_1,3.14,7.07,9.34,1.16,30.98,3.02,0.21,9/11/2005,11:52 AM,,
QC-001,Mean,SFW_06_1,3.14,7.06,9.35,1.16,30.97,3.01,0.25,9/11/2005,11:52 AM,,
QC-001,Sd,SFW_06_1,0.002,0.008,0.003,0,0.022,0.024,0.054,9/11/2005,11:52 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.14,7.04,9.34,1.16,30.82,3,0.24,9/11/2005,11:53 AM,,
QC-001,2,SFW_06_1,3.14,7.05,9.41,1.16,30.52,3.07,0.26,9/11/2005,11:54 AM,,
QC-001,Mean,SFW_06_1,3.14,7.04,9.37,1.16,30.67,3.04,0.25,9/11/2005,11:54 AM,,
QC-001,Sd,SFW_06_1,0,0.009,0.054,0.002,0.211,0.047,0.013,9/11/2005,11:54 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.14,7.06,9.38,1.16,30.96,3,0.26,9/11/2005,11:55 AM,,
QC-001,2,SFW_06_1,3.14,7.04,9.44,1.16,30.91,3.05,0.26,9/11/2005,11:55 AM,,
QC-001,Mean,SFW_06_1,3.14,7.05,9.41,1.16,30.93,3.03,0.26,9/11/2005,11:55 AM,,
QC-001,Sd,SFW_06_1,0.001,0.008,0.036,0,0.035,0.033,0.004,9/11/2005,11:55 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.6,6.64,14.49,0.55,2.66,-0.01,1.25,9/11/2005,11:56 AM,,
QC-001,2,SFW_06_1,3.6,6.65,14.45,0.55,2.87,-0.08,1.23,9/11/2005,11:57 AM,,
QC-001,Mean,SFW_06_1,3.6,6.64,14.47,0.55,2.76,-0.05,1.24,9/11/2005,11:57 AM,,
QC-001,Sd,SFW_06_1,0,0.006,0.023,0.002,0.145,0.046,0.016,9/11/2005,11:57 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.6,6.65,14.44,0.55,3.04,-0.12,1.23,9/11/2005,11:57 AM,,
QC-001,2,SFW_06_1,3.6,6.64,14.47,0.55,2.8,-0.09,1.23,9/11/2005,11:58 AM,,
QC-001,Mean,SFW_06_1,3.6,6.64,14.46,0.55,2.92,-0.11,1.23,9/11/2005,11:58 AM,,
QC-001,Sd,SFW_06_1,0.003,0.01,0.018,0.002,0.167,0.025,0.001,9/11/2005,11:58 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.6,6.63,14.41,0.55,2.48,-0.1,1.22,9/11/2005,11:59 AM,,
QC-001,2,SFW_06_1,3.6,6.64,14.4,0.55,2.92,-0.1,1.2,9/11/2005,12:00 PM,,
QC-001,Mean,SFW_06_1,3.6,6.64,14.41,0.55,2.7,-0.1,1.21,9/11/2005,12:00 PM,,
QC-001,Sd,SFW_06_1,0.002,0.01,0.01,0,0.31,0.005,0.02,9/11/2005,12:00 PM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.6,6.66,14.45,0.55,3.36,-0.11,1.23,9/11/2005,12:00 PM,,
QC-001,2,SFW_06_1,3.6,6.64,14.41,0.55,2.82,-0.1,1.23,9/11/2005,12:01 PM,,
QC-001,Mean,SFW_06_1,3.6,6.65,14.43,0.55,3.09,-0.11,1.23,9/11/2005,12:01 PM,,
QC-001,Sd,SFW_06_1,0.005,0.015,0.027,0.001,0.384,0.01,0,9/11/2005,12:01 PM,,
Sample Id,Rep #,Product,PH,TotalAcid,Ethanol,VolatileAcid,ReducingSugar,MalicAcid,LacticAcid,Date,Time,Remark,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.24,6.42,12.31,0.33,6.36,2.69,0.37,15/11/2005,8:25 AM,,
QC-001,2,SFW_06_1,3.24,6.44,12.35,0.33,5.27,2.68,0.31,15/11/2005,8:25 AM,,
QC-001,Mean,SFW_06_1,3.24,6.43,12.33,0.33,5.82,2.69,0.34,15/11/2005,8:25 AM,,
QC-001,Sd,SFW_06_1,0.006,0.018,0.028,0.002,0.773,0.003,0.043,15/11/2005,8:25 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.38,6.12,12.76,0.45,5.47,2.75,0.18,15/11/2005,8:26 AM,,
QC-001,2,SFW_06_1,3.38,6.13,12.79,0.44,7.14,2.74,0.17,15/11/2005,8:27 AM,,
QC-001,Mean,SFW_06_1,3.38,6.13,12.77,0.45,6.3,2.75,0.18,15/11/2005,8:27 AM,,
QC-001,Sd,SFW_06_1,0.002,0.007,0.021,0.008,1.183,0.004,0.002,15/11/2005,8:27 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.01,8.04,12.11,0.31,5.51,2.75,0.31,15/11/2005,8:28 AM,,
QC-001,2,SFW_06_1,3,8.04,12.12,0.3,5.75,2.7,0.32,15/11/2005,8:28 AM,,
QC-001,Mean,SFW_06_1,3,8.04,12.11,0.3,5.63,2.72,0.31,15/11/2005,8:28 AM,,
QC-001,Sd,SFW_06_1,0.009,0.001,0.011,0.008,0.169,0.035,0.006,15/11/2005,8:28 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,4,4.31,12.65,0.5,11.05,2.77,0.3,15/11/2005,8:29 AM,,
QC-001,2,SFW_06_1,4,4.3,12.63,0.5,11.91,2.79,0.3,15/11/2005,8:30 AM,,
QC-001,Mean,SFW_06_1,4,4.31,12.64,0.5,11.48,2.78,0.3,15/11/2005,8:30 AM,,
QC-001,Sd,SFW_06_1,0,0.003,0.014,0.002,0.607,0.01,0.001,15/11/2005,8:30 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.32,6.87,12.89,0.28,11.73,3.05,0.35,15/11/2005,8:30 AM,,
QC-001,2,SFW_06_1,3.33,6.88,12.92,0.28,11,3.1,0.35,15/11/2005,8:31 AM,,
QC-001,Mean,SFW_06_1,3.33,6.88,12.9,0.28,11.36,3.07,0.35,15/11/2005,8:31 AM,,
QC-001,Sd,SFW_06_1,0.002,0.006,0.021,0,0.519,0.035,0.001,15/11/2005,8:31 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.22,6.37,9.79,0.29,29.9,2.96,0.21,15/11/2005,8:32 AM,,
QC-001,2,SFW_06_1,3.23,6.39,9.84,0.29,30.19,3.01,0.2,15/11/2005,8:33 AM,,
QC-001,Mean,SFW_06_1,3.23,6.38,9.82,0.29,30.05,2.99,0.21,15/11/2005,8:33 AM,,
QC-001,Sd,SFW_06_1,0.002,0.012,0.041,0.003,0.202,0.033,0.01,15/11/2005,8:33 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.4,6.26,13.55,0.48,10.12,0.29,1,15/11/2005,8:33 AM,,
QC-001,2,SFW_06_1,3.4,6.26,13.54,0.47,9.79,0.3,1,15/11/2005,8:34 AM,,
QC-001,Mean,SFW_06_1,3.4,6.26,13.54,0.47,9.95,0.3,1,15/11/2005,8:34 AM,,
QC-001,Sd,SFW_06_1,0.002,0.004,0.006,0.004,0.235,0.008,0.002,15/11/2005,8:34 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.55,6.41,14.25,0.62,25.98,-0.05,1.16,15/11/2005,8:35 AM,,
QC-001,2,SFW_06_1,3.54,6.41,14.29,0.62,26.11,-0.11,1.19,15/11/2005,8:36 AM,,
QC-001,Mean,SFW_06_1,3.55,6.41,14.27,0.62,26.04,-0.08,1.18,15/11/2005,8:36 AM,,
QC-001,Sd,SFW_06_1,0.011,0.005,0.027,0.001,0.093,0.039,0.023,15/11/2005,8:36 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.23,6.42,12.37,0.34,6.91,2.71,0.32,15/11/2005,8:36 AM,,
QC-001,2,SFW_06_1,3.23,6.44,12.45,0.34,5.29,2.69,0.33,15/11/2005,8:37 AM,,
QC-001,Mean,SFW_06_1,3.23,6.43,12.41,0.34,6.1,2.7,0.33,15/11/2005,8:37 AM,,
QC-001,Sd,SFW_06_1,0.003,0.016,0.052,0,1.15,0.016,0.001,15/11/2005,8:37 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.38,6.13,12.82,0.45,5.8,2.76,0.15,15/11/2005,8:38 AM,,
QC-001,2,SFW_06_1,3.38,6.11,12.83,0.46,6.99,2.73,0.2,15/11/2005,8:39 AM,,
QC-001,Mean,SFW_06_1,3.38,6.12,12.82,0.45,6.39,2.75,0.17,15/11/2005,8:39 AM,,
QC-001,Sd,SFW_06_1,0.003,0.008,0.004,0.003,0.847,0.02,0.036,15/11/2005,8:39 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.01,8,12.08,0.31,5.38,2.77,0.3,15/11/2005,8:39 AM,,
QC-001,2,SFW_06_1,2.99,7.99,12.14,0.32,6.33,2.73,0.3,15/11/2005,8:40 AM,,
QC-001,Mean,SFW_06_1,3,8,12.11,0.32,5.86,2.75,0.3,15/11/2005,8:40 AM,,
QC-001,Sd,SFW_06_1,0.012,0.002,0.042,0.007,0.672,0.031,0,15/11/2005,8:40 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,4.01,4.27,12.6,0.51,10.59,2.83,0.28,15/11/2005,8:41 AM,,
QC-001,2,SFW_06_1,3.99,4.28,12.59,0.52,11.7,2.86,0.3,15/11/2005,8:42 AM,,
QC-001,Mean,SFW_06_1,4,4.27,12.59,0.51,11.14,2.84,0.29,15/11/2005,8:42 AM,,
QC-001,Sd,SFW_06_1,0.012,0.006,0.012,0.007,0.79,0.023,0.015,15/11/2005,8:42 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.34,6.87,12.84,0.28,11.68,3.2,0.33,15/11/2005,8:42 AM,,
QC-001,2,SFW_06_1,3.33,6.88,12.9,0.29,11.87,3.18,0.36,15/11/2005,8:43 AM,,
QC-001,Mean,SFW_06_1,3.33,6.87,12.87,0.29,11.78,3.19,0.35,15/11/2005,8:43 AM,,
QC-001,Sd,SFW_06_1,0.009,0.008,0.041,0.006,0.13,0.013,0.019,15/11/2005,8:43 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.22,6.35,9.8,0.3,29.65,2.97,0.21,15/11/2005,8:44 AM,,
QC-001,2,SFW_06_1,3.22,6.36,9.77,0.31,30.06,3.07,0.19,15/11/2005,8:45 AM,,
QC-001,Mean,SFW_06_1,3.22,6.35,9.79,0.3,29.86,3.02,0.2,15/11/2005,8:45 AM,,
QC-001,Sd,SFW_06_1,0,0.007,0.02,0.005,0.292,0.07,0.01,15/11/2005,8:45 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.39,6.26,13.57,0.46,10.19,0.3,1.04,15/11/2005,9:13 AM,,
QC-001,2,SFW_06_1,3.39,6.28,13.58,0.47,7.63,0.3,0.99,15/11/2005,9:14 AM,,
QC-001,Mean,SFW_06_1,3.39,6.27,13.57,0.47,8.91,0.3,1.01,15/11/2005,9:14 AM,,
QC-001,Sd,SFW_06_1,0.001,0.018,0.005,0.003,1.815,0,0.038,15/11/2005,9:14 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.53,6.43,14.37,0.58,24.61,-0.06,1.16,15/11/2005,9:14 AM,,
QC-001,2,SFW_06_1,3.53,6.43,14.38,0.6,25.16,-0.04,1.21,15/11/2005,9:15 AM,,
QC-001,Mean,SFW_06_1,3.53,6.43,14.38,0.59,24.88,-0.05,1.18,15/11/2005,9:15 AM,,
QC-001,Sd,SFW_06_1,0.001,0.002,0.005,0.009,0.386,0.017,0.037,15/11/2005,9:15 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.22,6.46,12.45,0.32,4.59,2.68,0.37,15/11/2005,9:16 AM,,
QC-001,2,SFW_06_1,3.23,6.46,12.45,0.34,6.2,2.67,0.34,15/11/2005,9:17 AM,,
QC-001,Mean,SFW_06_1,3.22,6.46,12.45,0.33,5.39,2.68,0.36,15/11/2005,9:17 AM,,
QC-001,Sd,SFW_06_1,0.008,0.002,0,0.01,1.14,0.006,0.016,15/11/2005,9:17 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.36,6.11,12.85,0.44,5.45,2.74,0.23,15/11/2005,9:17 AM,,
QC-001,2,SFW_06_1,3.35,6.12,12.85,0.44,7,2.76,0.2,15/11/2005,9:18 AM,,
QC-001,Mean,SFW_06_1,3.36,6.12,12.85,0.44,6.22,2.75,0.21,15/11/2005,9:18 AM,,
QC-001,Sd,SFW_06_1,0.006,0.003,0.002,0.002,1.096,0.015,0.021,15/11/2005,9:18 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3,8.01,12.18,0.31,6.82,2.73,0.3,15/11/2005,9:19 AM,,
QC-001,2,SFW_06_1,3,8.04,12.23,0.31,5.01,2.71,0.31,15/11/2005,9:19 AM,,
QC-001,Mean,SFW_06_1,3,8.02,12.21,0.31,5.91,2.72,0.31,15/11/2005,9:19 AM,,
QC-001,Sd,SFW_06_1,0.001,0.019,0.037,0.001,1.286,0.012,0.002,15/11/2005,9:19 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.99,4.28,12.72,0.5,10.63,2.85,0.36,15/11/2005,9:20 AM,,
QC-001,2,SFW_06_1,3.99,4.27,12.75,0.51,11.57,2.9,0.32,15/11/2005,9:21 AM,,
QC-001,Mean,SFW_06_1,3.99,4.28,12.74,0.51,11.1,2.88,0.34,15/11/2005,9:21 AM,,
QC-001,Sd,SFW_06_1,0.003,0.009,0.025,0.001,0.667,0.033,0.025,15/11/2005,9:21 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.32,6.87,12.95,0.29,10.77,3.15,0.4,15/11/2005,9:22 AM,,
QC-001,2,SFW_06_1,3.31,6.87,12.99,0.28,11.02,3.15,0.38,15/11/2005,9:22 AM,,
QC-001,Mean,SFW_06_1,3.31,6.87,12.97,0.28,10.89,3.15,0.39,15/11/2005,9:22 AM,,
QC-001,Sd,SFW_06_1,0.006,0.003,0.033,0.007,0.18,0.002,0.01,15/11/2005,9:22 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.23,6.35,9.89,0.3,29.88,3.05,0.23,15/11/2005,9:23 AM,,
QC-001,2,SFW_06_1,3.22,6.39,9.92,0.29,28.77,3.03,0.24,15/11/2005,9:24 AM,,
QC-001,Mean,SFW_06_1,3.22,6.37,9.9,0.3,29.32,3.04,0.24,15/11/2005,9:24 AM,,
QC-001,Sd,SFW_06_1,0.009,0.03,0.024,0.007,0.79,0.013,0.002,15/11/2005,9:24 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.39,6.25,13.64,0.48,9.12,0.28,1.04,15/11/2005,9:25 AM,,
QC-001,2,SFW_06_1,3.39,6.25,13.68,0.48,10.29,0.26,1.02,15/11/2005,9:25 AM,,
QC-001,Mean,SFW_06_1,3.39,6.25,13.66,0.48,9.71,0.27,1.03,15/11/2005,9:25 AM,,
QC-001,Sd,SFW_06_1,0.001,0.001,0.027,0.006,0.827,0.013,0.014,15/11/2005,9:25 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.53,6.42,14.37,0.6,26.44,-0.02,1.23,15/11/2005,9:26 AM,,
QC-001,2,SFW_06_1,3.54,6.41,14.4,0.6,24.48,0,1.19,15/11/2005,9:27 AM,,
QC-001,Mean,SFW_06_1,3.54,6.41,14.39,0.6,25.46,-0.01,1.21,15/11/2005,9:27 AM,,
QC-001,Sd,SFW_06_1,0.004,0.007,0.021,0.004,1.381,0.017,0.023,15/11/2005,9:27 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.22,6.41,12.45,0.34,5.48,2.69,0.36,15/11/2005,9:28 AM,,
QC-001,2,SFW_06_1,3.21,6.42,12.49,0.35,6.55,2.76,0.34,15/11/2005,9:28 AM,,
QC-001,Mean,SFW_06_1,3.22,6.42,12.47,0.34,6.01,2.72,0.35,15/11/2005,9:28 AM,,
QC-001,Sd,SFW_06_1,0.003,0.006,0.025,0.007,0.754,0.048,0.009,15/11/2005,9:28 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.36,6.08,12.86,0.45,5.97,2.74,0.21,15/11/2005,9:29 AM,,
QC-001,2,SFW_06_1,3.36,6.09,12.87,0.45,7.93,2.7,0.2,15/11/2005,9:30 AM,,
QC-001,Mean,SFW_06_1,3.36,6.09,12.87,0.45,6.95,2.72,0.2,15/11/2005,9:30 AM,,
QC-001,Sd,SFW_06_1,0.002,0.006,0.005,0.004,1.383,0.024,0.008,15/11/2005,9:30 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,4.01,4.24,12.55,0.5,11.58,2.86,0.33,15/11/2005,9:40 AM,,
QC-001,2,SFW_06_1,3.99,4.27,12.63,0.51,10.77,2.85,0.35,15/11/2005,9:41 AM,,
QC-001,Mean,SFW_06_1,4,4.26,12.59,0.51,11.17,2.85,0.34,15/11/2005,9:41 AM,,
QC-001,Sd,SFW_06_1,0.011,0.024,0.057,0.008,0.575,0.008,0.012,15/11/2005,9:41 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.32,6.86,12.95,0.28,10.52,3.09,0.36,15/11/2005,9:46 AM,,
QC-001,2,SFW_06_1,3.34,6.85,12.95,0.28,9.05,3.19,0.4,15/11/2005,9:46 AM,,
QC-001,Mean,SFW_06_1,3.33,6.85,12.95,0.28,9.78,3.14,0.38,15/11/2005,9:46 AM,,
QC-001,Sd,SFW_06_1,0.013,0.007,0.001,0.004,1.044,0.068,0.027,15/11/2005,9:46 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.23,6.35,9.89,0.29,28.1,2.98,0.23,15/11/2005,9:47 AM,,
QC-001,2,SFW_06_1,3.23,6.32,9.91,0.3,29.19,3.01,0.23,15/11/2005,9:48 AM,,
QC-001,Mean,SFW_06_1,3.23,6.33,9.9,0.3,28.64,3,0.23,15/11/2005,9:48 AM,,
QC-001,Sd,SFW_06_1,0,0.015,0.016,0.004,0.77,0.025,0.004,15/11/2005,9:48 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.38,6.24,13.62,0.48,9.88,0.28,1.05,15/11/2005,9:49 AM,,
QC-001,2,SFW_06_1,3.4,6.23,13.67,0.48,9.85,0.29,1.04,15/11/2005,9:49 AM,,
QC-001,Mean,SFW_06_1,3.39,6.23,13.64,0.48,9.86,0.28,1.05,15/11/2005,9:49 AM,,
QC-001,Sd,SFW_06_1,0.013,0.006,0.03,0.004,0.022,0.004,0.008,15/11/2005,9:49 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.53,6.4,14.43,0.61,25.93,-0.06,1.19,15/11/2005,9:50 AM,,
QC-001,2,SFW_06_1,3.54,6.42,14.4,0.61,25.66,-0.03,1.24,15/11/2005,9:51 AM,,
QC-001,Mean,SFW_06_1,3.54,6.41,14.42,0.61,25.8,-0.04,1.21,15/11/2005,9:51 AM,,
QC-001,Sd,SFW_06_1,0.005,0.013,0.022,0.005,0.195,0.025,0.037,15/11/2005,9:51 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.22,6.39,12.47,0.35,6.13,2.66,0.35,15/11/2005,9:52 AM,,
QC-001,2,SFW_06_1,3.23,6.41,12.49,0.34,6.71,2.68,0.35,15/11/2005,9:52 AM,,
QC-001,Mean,SFW_06_1,3.22,6.4,12.48,0.34,6.42,2.67,0.35,15/11/2005,9:52 AM,,
QC-001,Sd,SFW_06_1,0.007,0.02,0.014,0.001,0.409,0.015,0.002,15/11/2005,9:52 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.36,6.08,12.86,0.45,7.97,2.75,0.2,15/11/2005,9:53 AM,,
QC-001,2,SFW_06_1,3.36,6.08,12.91,0.44,6.01,2.75,0.18,15/11/2005,9:54 AM,,
QC-001,Mean,SFW_06_1,3.36,6.08,12.89,0.45,6.99,2.75,0.19,15/11/2005,9:54 AM,,
QC-001,Sd,SFW_06_1,0.002,0,0.032,0.007,1.387,0.003,0.012,15/11/2005,9:54 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3,8.02,12.21,0.31,5.78,2.73,0.31,15/11/2005,9:54 AM,,
QC-001,2,SFW_06_1,3,8,12.21,0.31,5.56,2.76,0.32,15/11/2005,9:55 AM,,
QC-001,Mean,SFW_06_1,3,8.01,12.21,0.31,5.67,2.75,0.32,15/11/2005,9:55 AM,,
QC-001,Sd,SFW_06_1,0.003,0.019,0,0.006,0.154,0.019,0.002,15/11/2005,9:55 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.99,4.26,12.72,0.52,10.91,2.89,0.33,15/11/2005,9:56 AM,,
QC-001,2,SFW_06_1,3.99,4.27,12.73,0.52,11.23,2.88,0.31,15/11/2005,9:57 AM,,
QC-001,Mean,SFW_06_1,3.99,4.27,12.73,0.52,11.07,2.89,0.32,15/11/2005,9:57 AM,,
QC-001,Sd,SFW_06_1,0.003,0.011,0.008,0.003,0.225,0.009,0.014,15/11/2005,9:57 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.31,6.85,13,0.29,10.93,3.09,0.35,15/11/2005,9:57 AM,,
QC-001,2,SFW_06_1,3.34,6.86,12.99,0.3,11.17,3.18,0.33,15/11/2005,9:58 AM,,
QC-001,Mean,SFW_06_1,3.32,6.86,13,0.29,11.05,3.13,0.34,15/11/2005,9:58 AM,,
QC-001,Sd,SFW_06_1,0.021,0.003,0.011,0.005,0.168,0.066,0.02,15/11/2005,9:58 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.22,6.32,9.9,0.3,27.96,3.05,0.21,15/11/2005,9:59 AM,,
QC-001,2,SFW_06_1,3.22,6.33,9.88,0.3,29.79,3.09,0.24,15/11/2005,10:00 AM,,
QC-001,Mean,SFW_06_1,3.22,6.32,9.89,0.3,28.87,3.07,0.23,15/11/2005,10:00 AM,,
QC-001,Sd,SFW_06_1,0.004,0.011,0.016,0.004,1.295,0.029,0.021,15/11/2005,10:00 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.38,6.23,13.6,0.48,10.39,0.4,1.03,15/11/2005,10:00 AM,,
QC-001,2,SFW_06_1,3.38,6.23,13.66,0.49,11.01,0.29,1.04,15/11/2005,10:01 AM,,
QC-001,Mean,SFW_06_1,3.38,6.23,13.63,0.48,10.7,0.35,1.04,15/11/2005,10:01 AM,,
QC-001,Sd,SFW_06_1,0.002,0.004,0.04,0.007,0.439,0.074,0.005,15/11/2005,10:01 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.55,6.41,14.35,0.6,23.5,0.03,1.18,15/11/2005,10:02 AM,,
QC-001,2,SFW_06_1,3.53,6.4,14.41,0.61,25.46,0.01,1.19,15/11/2005,10:03 AM,,
QC-001,Mean,SFW_06_1,3.54,6.4,14.38,0.6,24.48,0.02,1.19,15/11/2005,10:03 AM,,
QC-001,Sd,SFW_06_1,0.011,0.006,0.039,0.011,1.386,0.016,0.005,15/11/2005,10:03 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.22,6.38,12.42,0.34,5.1,2.76,0.37,15/11/2005,10:03 AM,,
QC-001,2,SFW_06_1,3.23,6.39,12.46,0.35,6.09,2.71,0.35,15/11/2005,10:04 AM,,
QC-001,Mean,SFW_06_1,3.23,6.38,12.44,0.35,5.6,2.74,0.36,15/11/2005,10:04 AM,,
QC-001,Sd,SFW_06_1,0.004,0.001,0.027,0.006,0.703,0.036,0.013,15/11/2005,10:04 AM,,
Calibration,,,,,,,,,,,,,
